This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201810 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197403,   -5.00,   -2.50,   -1.16,   -4.32,   -3.75,   -3.13,   -1.46,   -1.08,   -3.74,   -4.64,   -6.38,   -2.05,   -3.29,   -2.76,   -1.56,   -1.40,   -1.15,   -1.00
197404,   -7.16,   -4.89,   -3.38,   -7.20,   -5.80,   -5.25,   -3.45,   -3.47,   -5.91,   -7.93,   -7.07,   -5.01,   -4.98,   -5.88,   -4.00,   -3.12,   -2.88,   -4.07
197405,   -9.39,   -3.83,   -1.70,   -8.85,   -7.72,   -3.22,   -2.28,   -1.64,   -8.74,   -8.91,  -10.49,   -6.04,   -2.18,   -5.67,   -2.94,   -1.88,   -1.18,   -2.10
197406,   -2.92,   -2.19,   -1.61,   -2.51,   -2.54,   -1.73,   -2.46,   -1.54,   -4.24,   -1.53,   -3.75,   -1.84,   -1.14,   -3.15,   -3.52,   -1.82,   -1.60,   -1.48
197407,   -4.33,   -6.85,   -8.83,   -4.89,   -6.89,   -5.54,   -8.16,   -8.90,   -5.15,   -4.73,   -3.46,   -9.30,   -5.80,   -5.06,   -7.54,   -8.62,   -8.96,   -8.87
197408,   -8.69,   -8.22,   -8.91,   -8.50,   -9.42,   -6.84,  -10.18,   -8.41,   -7.79,   -8.95,   -8.98,   -9.75,   -5.29,   -9.58,   -9.84,  -10.44,  -10.62,   -6.79
197409,   -7.90,   -8.35,  -13.89,   -6.06,   -9.21,   -6.70,  -11.69,  -14.70,   -5.77,   -6.25,  -10.73,   -8.05,   -6.61,   -6.86,  -12.06,  -11.40,  -14.03,  -15.17
197410,   16.46,   17.48,   16.77,   17.84,   13.10,   17.72,   18.46,   16.89,   16.51,   18.70,   14.24,   12.26,   17.30,   18.48,   21.19,   16.41,   17.36,   16.56
197411,   -0.91,   -3.58,   -5.19,   -0.96,   -3.05,   -3.45,   -3.58,   -5.58,   -0.48,   -1.26,   -0.84,   -4.71,   -3.53,   -3.31,   -3.00,   -4.03,   -6.96,   -4.59
197412,   -3.76,   -0.75,   -3.77,   -3.21,   -2.52,   -0.15,   -3.33,   -3.56,   -4.28,   -2.52,   -4.66,   -0.84,    0.14,   -0.69,   -1.98,   -4.39,   -3.16,   -3.84
197501,   16.74,   12.98,   13.92,   16.08,   18.56,   11.45,   13.39,   13.66,   15.94,   16.17,   17.84,   19.11,   10.33,   13.51,   11.80,   14.68,   11.88,   14.92
197502,    4.38,    3.53,    8.73,    3.73,    3.74,    3.39,    6.14,    9.23,    3.78,    3.69,    5.47,    2.44,    3.82,    2.60,    4.68,    7.30,    9.99,    8.70
197503,    3.98,    3.32,    2.70,    2.58,    5.67,    2.15,    4.22,    2.23,    2.77,    2.45,    6.25,    5.22,    0.76,    4.68,    4.37,    4.10,    3.01,    1.68
197504,    4.15,    3.72,    5.70,    3.24,    2.72,    3.79,    4.69,    6.41,    4.08,    2.71,    5.59,    0.50,    3.64,    4.05,    6.06,    3.63,    9.33,    4.33
197505,    6.21,    5.98,    5.18,    7.45,    5.90,    5.69,    3.93,    6.07,    7.29,    7.55,    4.30,    7.20,    5.58,    5.88,    5.69,    2.54,    5.68,    6.35
197506,    7.54,    6.10,    3.90,    7.39,    7.49,    5.92,    6.05,    3.09,    7.02,    7.62,    7.78,    7.25,    5.16,    7.23,    5.63,    6.40,    2.90,    3.22
197507,   -6.49,   -5.49,   -6.71,   -5.38,   -6.52,   -4.25,   -7.28,   -6.63,   -6.07,   -5.04,   -7.83,   -4.71,   -3.15,   -5.77,   -7.54,   -6.96,   -6.87,   -6.46
197508,   -3.31,   -2.54,   -1.80,   -4.28,   -1.66,   -2.92,   -2.59,   -1.53,   -5.44,   -3.70,   -2.10,   -1.08,   -3.00,   -2.80,   -2.57,   -2.61,   -1.91,   -1.27
197509,   -4.20,   -3.59,   -3.38,   -3.87,   -3.80,   -2.50,   -5.53,   -2.66,   -4.43,   -3.60,   -4.59,   -2.75,   -1.75,   -3.56,   -5.50,   -5.56,   -4.10,   -1.71
197510,    6.35,    7.03,    5.05,    5.49,    7.14,    6.84,    7.65,    4.12,    5.03,    5.72,    7.39,    6.80,    7.96,    5.23,    7.41,    7.95,    3.34,    4.62
197511,    4.44,    3.18,    2.61,    4.14,    4.19,    3.13,    3.09,    2.49,    4.95,    3.74,    4.79,    3.39,    3.77,    2.18,    3.18,    2.98,    3.38,    1.93
197512,   -1.41,   -0.68,   -1.42,   -0.85,   -1.72,   -0.11,   -1.46,   -1.34,   -0.48,   -1.03,   -2.09,   -1.24,    0.46,   -0.96,   -1.29,   -1.66,   -1.66,   -1.14
197601,   13.17,   12.78,   12.16,   13.70,   13.16,   11.83,   12.85,   12.27,   15.91,   12.61,   12.53,   13.98,   10.09,   14.50,   13.70,   11.83,   11.88,   12.52
197602,    3.04,    0.59,   -0.47,    3.22,    2.31,    1.02,   -0.61,   -0.36,    6.83,    1.40,    2.82,    1.63,    2.38,   -0.98,   -0.47,   -0.78,   -1.13,    0.13
197603,    3.54,    1.77,    3.34,    3.32,    3.44,    2.46,    2.21,    2.91,    3.30,    3.34,    3.79,    2.98,    2.20,    2.87,    0.24,    4.63,    3.13,    2.76
197604,   -2.21,   -0.01,   -1.66,   -1.34,   -2.02,    0.40,   -1.63,   -1.20,   -2.51,   -0.71,   -3.25,   -0.37,    0.59,    0.12,   -0.48,   -2.99,   -0.97,   -1.35
197605,   -2.85,   -1.79,    0.48,   -2.45,   -2.32,   -1.66,   -1.74,    0.98,   -4.00,   -1.65,   -3.33,   -1.00,   -2.29,   -0.69,   -2.34,   -1.02,   -0.68,    2.02
197606,    5.13,    4.14,    4.84,    5.90,    4.70,    3.87,    3.69,    5.34,    6.10,    5.80,    4.19,    5.36,    3.02,    5.13,    4.03,    3.28,    5.47,    5.26
197607,    0.32,   -0.51,   -0.91,    0.77,   -0.18,   -0.49,   -0.79,   -1.02,    3.84,   -0.71,   -0.35,   -0.05,    0.37,   -1.48,   -0.99,   -0.69,   -0.56,   -1.27
197608,    0.28,    0.26,   -0.53,    0.71,    0.48,    0.35,   -0.25,   -0.82,   -0.83,    1.49,   -0.36,    1.15,    1.87,   -1.41,   -0.81,    0.06,   -2.41,    0.04
197609,    2.03,    2.43,    2.80,    1.39,    2.83,    2.35,    2.23,    3.12,    1.47,    1.36,    3.01,    2.68,    2.48,    2.20,    2.38,    2.15,    2.21,    3.60
197610,   -2.05,   -1.61,   -2.47,   -2.15,   -1.78,   -1.09,   -2.08,   -2.82,   -2.01,   -2.22,   -1.90,   -1.69,   -0.92,   -1.29,   -2.69,   -1.74,   -2.40,   -3.04
197611,    2.38,    0.81,   -0.01,    3.01,    1.72,    0.48,   -0.04,    0.14,    3.01,    3.01,    1.45,    1.92,    2.38,   -1.81,    0.47,   -0.32,    1.57,   -0.60
197612,    6.46,    6.05,    5.83,    6.16,    6.54,    6.30,    5.32,    6.07,    6.75,    5.88,    6.91,    6.25,    3.99,    9.18,    5.29,    5.33,    6.09,    6.07
197701,   -3.65,   -3.00,   -4.40,   -4.09,   -2.28,   -2.81,   -5.82,   -3.42,   -3.72,   -4.28,   -2.99,   -1.73,   -2.19,   -3.55,   -4.71,   -6.44,   -4.58,   -2.79
197702,   -1.56,   -1.60,   -1.75,   -1.43,   -2.34,   -0.92,   -2.03,   -1.60,   -2.10,   -1.10,   -1.76,   -2.78,   -0.23,   -1.76,   -1.98,   -2.06,   -1.98,   -1.41
197703,   -0.21,   -1.09,   -1.29,   -0.18,   -0.95,   -0.66,   -2.47,   -0.54,   -0.30,   -0.12,   -0.26,   -1.48,   -0.28,   -1.14,   -1.69,   -2.90,   -0.41,   -0.60
197704,    2.65,    0.62,   -0.51,    2.73,    1.53,    0.68,   -0.19,   -0.51,    4.41,    1.92,    2.54,    0.73,   -0.09,    1.62,    0.36,   -0.51,    1.00,   -1.30
197705,   -1.57,   -0.23,   -1.48,   -1.38,   -1.18,    0.18,   -1.37,   -1.38,   -0.63,   -1.74,   -1.87,   -0.63,    0.64,   -0.38,   -0.82,   -1.68,   -0.30,   -1.96
197706,    4.62,    4.46,    5.82,    5.01,    4.79,    3.53,    5.18,    6.26,    7.06,    4.01,    4.02,    5.40,    2.73,    4.52,    5.73,    4.86,    6.27,    6.25
197707,   -1.84,   -1.02,   -1.28,   -2.80,    0.22,   -1.04,   -1.33,   -1.45,   -3.57,   -2.43,    0.05,    0.35,   -1.10,   -0.95,   -1.76,   -0.74,   -1.95,   -0.98
197708,   -1.79,   -1.12,   -1.23,   -1.31,   -2.61,   -1.51,    0.01,   -1.54,   -3.24,   -0.37,   -2.69,   -2.55,   -1.66,   -1.25,    0.21,   -0.25,   -2.38,   -0.74
197709,   -0.92,    0.43,    0.21,   -1.73,    0.63,    1.10,   -0.13,    0.14,   -2.37,   -1.43,    0.64,    0.63,    1.85,   -0.14,   -0.54,    0.44,    0.35,   -0.06
197710,   -3.48,   -4.32,   -3.61,   -3.76,   -3.79,   -4.41,   -3.90,   -3.62,   -4.69,   -3.32,   -2.96,   -4.44,   -4.70,   -3.92,   -4.13,   -3.59,   -4.01,   -3.25
197711,    5.05,    4.45,    4.12,    5.44,    4.96,    4.39,    4.29,    3.90,    6.04,    5.17,    4.29,    5.50,    3.70,    5.55,    3.93,    4.78,    3.70,    4.08
197712,   -0.05,    0.63,    1.08,   -0.33,    0.42,    1.00,    0.46,    1.21,    0.25,   -0.60,    0.49,    0.37,    1.30,    0.51,    0.29,    0.69,    1.19,    1.22
197801,   -4.76,   -5.64,   -5.83,   -4.81,   -4.53,   -5.10,   -6.78,   -5.63,   -4.38,   -5.02,   -4.66,   -4.43,   -4.72,   -5.72,   -7.03,   -6.44,   -6.11,   -5.19
197802,   -1.23,   -0.53,   -1.29,   -1.33,   -0.58,    0.56,   -1.60,   -1.44,   -1.48,   -1.27,   -1.02,   -0.23,    1.39,   -0.84,   -2.18,   -0.83,   -1.75,   -1.16
197803,    3.74,    3.88,    2.63,    3.47,    3.88,    3.93,    3.79,    2.34,    5.75,    2.37,    4.26,    3.58,    3.27,    5.07,    3.99,    3.52,    3.21,    1.54
197804,    7.02,    8.09,    9.68,    8.21,    5.94,    6.45,   10.26,    9.83,    9.12,    7.76,    4.77,    6.87,    5.67,    7.79,   11.06,    9.21,    9.56,   10.09
197805,    2.51,    2.08,    2.19,    2.91,    2.24,    1.57,    2.70,    1.90,    3.03,    2.84,    1.74,    2.63,    0.47,    3.43,    2.42,    3.08,    2.28,    1.54
197806,   -0.62,   -1.07,   -1.67,   -0.83,   -0.43,   -1.49,   -0.62,   -2.10,   -1.26,   -0.61,   -0.21,   -0.60,   -1.26,   -1.87,   -0.79,   -0.39,   -2.58,   -1.64
197807,    5.17,    5.39,    6.12,    4.73,    4.70,    5.24,    6.15,    6.47,    6.33,    3.95,    5.91,    3.99,    5.46,    5.04,    6.92,    5.47,    5.71,    7.00
197808,    3.29,    3.98,    5.09,    3.80,    3.84,    3.84,    4.45,    4.99,    5.53,    2.95,    2.45,    4.67,    3.64,    4.04,    3.51,    5.28,    4.83,    5.10
197809,   -0.55,   -0.80,   -1.01,   -0.37,   -0.26,   -0.99,   -0.31,   -1.90,    1.91,   -1.52,   -0.86,    0.08,   -1.35,   -0.63,   -1.41,    0.64,   -0.87,   -2.61
197810,  -12.64,  -10.65,  -10.84,  -13.02,   -9.66,  -11.99,  -10.57,  -11.30,  -16.59,  -11.16,  -12.00,   -8.30,  -12.17,  -11.83,  -11.24,  -10.01,  -12.08,  -10.76
197811,    3.80,    3.40,    3.36,    3.31,    3.85,    3.36,    3.32,    3.42,    3.08,    3.42,    4.60,    3.44,    3.17,    3.55,    3.39,    3.26,    2.98,    3.72
197812,   -0.14,    1.12,    2.97,   -0.54,    0.37,    1.85,    1.18,    3.92,    0.66,   -1.13,    0.50,    0.30,    1.51,    2.18,    1.04,    1.29,    3.60,    4.15
197901,    7.74,    4.46,    4.11,    9.18,    5.12,    4.98,    3.57,    4.30,   11.23,    8.16,    5.41,    4.96,    4.97,    4.99,    3.33,    3.76,    3.27,    5.00
197902,   -2.92,   -2.62,   -3.35,   -2.44,   -2.69,   -2.87,   -3.17,   -3.29,   -1.98,   -2.69,   -3.71,   -2.12,   -3.37,   -2.41,   -2.81,   -3.47,   -3.60,   -3.08
197903,    6.81,    5.74,    6.70,    6.96,    4.56,    6.79,    6.48,    6.93,    9.07,    5.86,    6.54,    3.46,    6.54,    7.03,    6.70,    6.28,    6.81,    7.01
197904,   -0.88,    0.89,    1.19,   -0.79,   -1.21,    1.66,    1.32,    1.46,   -0.23,   -1.09,   -1.04,   -1.31,    1.04,    2.26,    2.06,    0.71,    1.53,    1.42
197905,   -0.54,   -1.63,   -1.74,   -0.44,   -0.62,   -1.58,   -2.65,   -1.27,   -0.45,   -0.44,   -0.70,   -0.56,   -1.71,   -1.46,   -2.68,   -2.62,   -0.75,   -1.61
197906,    5.93,    4.65,    3.95,    5.58,    4.59,    5.74,    5.19,    2.91,    6.69,    4.96,    6.53,    3.47,    6.17,    5.33,    4.38,    5.87,    3.73,    2.36
197907,    2.16,    2.08,    0.89,    1.91,    1.62,    1.93,    2.70,    0.36,    2.38,    1.58,    2.63,    1.05,    1.85,    2.00,    3.50,    2.03,    1.55,   -0.71
197908,    4.98,    6.67,    6.45,    5.15,    4.28,    8.34,    6.80,    6.16,    6.78,    3.96,    4.66,    4.06,    7.74,    8.85,    6.52,    7.05,    6.36,    5.98
197909,   -0.94,   -0.07,    0.39,   -1.77,   -0.45,    0.53,    0.03,    0.50,   -1.33,   -2.10,    0.61,   -1.06,    0.30,    0.74,   -0.13,    0.16,    2.03,   -0.90
197910,   -8.34,   -6.91,   -6.72,   -8.28,   -7.49,   -6.79,   -6.97,   -6.66,  -10.39,   -6.69,   -8.46,   -6.91,   -7.12,   -6.51,   -7.12,   -6.83,   -4.75,   -8.48
197911,    6.81,    5.77,    6.24,    6.69,    5.71,    6.64,    5.34,    6.54,    6.04,    7.16,    7.03,    4.95,    7.22,    6.15,    5.03,    5.60,    6.96,    6.13
197912,    3.05,    2.61,    2.33,    2.67,    1.90,    3.07,    2.54,    2.65,    4.80,    1.15,    3.73,    0.82,    3.41,    2.78,    3.62,    1.63,    3.08,    2.23
198001,    6.83,    5.84,    6.23,    6.79,    3.94,    7.49,    6.08,    6.47,    9.66,    4.62,    6.91,    2.15,    6.22,    8.58,    6.51,    5.72,    6.03,    6.90
198002,   -0.86,   -1.24,    0.31,   -1.21,    0.44,   -0.52,   -2.56,    0.80,    0.44,   -2.48,   -0.25,    0.88,   -0.93,   -0.18,   -4.71,   -0.72,    4.83,   -3.17
198003,  -13.18,  -10.31,  -11.26,  -12.95,  -10.36,  -11.55,   -9.22,  -12.45,  -16.98,   -9.75,  -13.58,   -8.35,  -10.85,  -12.12,   -9.89,   -8.68,  -12.55,  -12.34
198004,    6.78,    5.03,    4.21,    6.47,    6.73,    5.38,    4.68,    3.30,    4.57,    7.86,    7.33,    6.38,    6.39,    4.53,    2.91,    6.12,    4.65,    1.86
198005,    6.16,    6.03,    5.74,    6.51,    5.77,    5.95,    6.74,    5.10,    6.48,    6.54,    5.55,    5.90,    5.79,    6.09,    6.35,    7.04,    5.29,    4.89
198006,    4.00,    2.60,    3.80,    3.96,    2.71,    3.30,    3.02,    3.77,    3.84,    4.04,    4.07,    1.90,    4.20,    2.54,    1.95,    3.85,    3.42,    4.15
198007,    4.98,    6.40,    8.65,    4.14,    5.42,    6.35,    8.25,    8.74,    5.51,    3.12,    6.31,    4.79,    5.47,    6.95,    7.94,    8.50,    9.15,    8.20
198008,    0.86,    2.74,    2.44,    0.65,    2.29,    2.57,    1.93,    3.07,    1.41,    0.07,    1.20,    3.07,    2.38,    2.69,    2.77,    1.26,    2.36,    3.99
198009,    1.96,    2.97,    3.57,    1.32,    1.43,    2.96,    4.44,    3.46,    0.28,    2.12,    2.93,    0.37,    3.26,    2.77,    5.29,    3.77,    1.79,    5.60
198010,    0.72,    1.37,    3.47,    0.48,    0.26,    2.06,    1.81,    4.25,    1.91,   -0.60,    1.08,   -0.33,    2.53,    1.76,    1.61,    1.98,    3.50,    5.18
198011,    5.51,   11.75,   12.12,    4.92,    5.74,   14.73,   12.12,   12.03,    5.46,    4.51,    6.38,    5.27,   12.38,   16.27,   11.89,   12.30,    9.88,   14.62
198012,   -1.57,   -2.58,   -4.06,   -1.94,   -1.10,   -2.84,   -4.31,   -3.46,   -3.51,   -0.75,   -1.03,   -1.16,   -3.17,   -2.63,   -3.19,   -5.22,   -2.53,   -4.53
198101,   -0.52,   -4.02,   -5.76,    0.13,    0.24,   -5.82,   -4.79,   -6.35,    2.37,   -1.50,   -1.45,    1.54,   -4.80,   -6.46,   -5.03,   -4.59,   -4.41,   -8.63
198102,    1.01,    3.01,    1.18,    0.54,    1.67,    2.62,    3.94,    0.12,    0.96,    0.23,    1.70,    1.65,    2.56,    2.66,    4.81,    3.23,   -0.06,    0.33
198103,    8.28,    4.32,    2.92,    8.89,    6.55,    3.54,    4.35,    2.18,    8.46,    9.22,    7.40,    5.93,    4.21,    3.10,    4.41,    4.30,    1.48,    3.05
198104,   -0.63,   -0.68,   -1.59,   -0.30,    0.84,   -0.84,   -2.52,   -1.20,    0.02,   -0.55,   -1.11,    2.31,   -0.72,   -0.92,   -2.77,   -2.30,   -1.57,   -0.74
198105,    2.04,    0.89,    0.90,    2.18,    2.47,    0.42,    0.62,    0.78,    2.75,    1.74,    1.86,    2.93,    0.81,    0.16,    0.01,    1.13,    0.92,    0.61
198106,    0.12,   -1.09,   -1.02,   -0.90,    0.38,   -0.88,   -1.61,   -0.86,   -2.05,    0.00,    1.57,   -0.48,   -2.39,    0.13,   -1.97,   -1.32,   -1.09,   -0.57
198107,   -1.95,   -0.65,    1.09,   -2.04,   -1.49,   -0.78,    1.28,    0.59,   -2.54,   -1.75,   -1.80,   -1.30,   -0.83,   -0.75,    0.26,    2.01,   -1.88,    2.51
198108,   -6.15,   -5.29,   -6.28,   -6.41,   -5.10,   -5.17,   -6.18,   -6.29,   -8.02,   -5.49,   -5.71,   -4.73,   -5.14,   -5.20,   -6.06,   -6.26,   -5.44,   -6.92
198109,   -5.58,   -4.69,   -6.69,   -5.47,   -2.86,   -6.32,   -6.15,   -6.76,   -7.89,   -4.13,   -5.77,   -1.09,   -7.29,   -5.60,   -5.56,   -6.55,   -5.88,   -7.43
198110,    3.51,    6.26,    7.14,    2.47,    5.37,    5.54,    8.05,    6.83,    2.87,    2.25,    5.29,    5.42,    4.97,    5.95,    8.56,    7.69,    6.81,    6.85
198111,    5.18,    3.86,    4.32,    5.22,    4.46,    4.16,    3.77,    4.36,    3.94,    5.91,    5.11,    4.09,    4.12,    4.19,    3.08,    4.26,    3.56,    5.01
198112,   -3.02,   -2.27,   -3.19,   -2.79,   -2.35,   -2.28,   -3.21,   -3.03,   -3.69,   -2.32,   -3.41,   -1.73,   -2.07,   -2.42,   -2.84,   -3.46,   -2.85,   -3.18
198201,   -1.09,   -2.64,   -2.36,   -0.80,   -0.70,   -3.26,   -3.33,   -2.17,   -0.98,   -0.70,   -1.59,   -0.19,   -3.54,   -3.07,   -4.22,   -2.70,   -3.14,   -1.40
198202,   -1.20,   -5.20,   -6.01,   -1.20,   -3.47,   -4.33,   -7.20,   -5.39,   -2.61,   -0.46,   -1.20,   -4.74,   -4.85,   -3.96,   -7.33,   -7.12,   -4.50,   -6.07
198203,    0.71,   -0.61,   -1.41,    0.87,    0.71,   -1.65,   -0.73,   -1.67,    0.37,    1.13,    0.42,    0.89,   -2.16,   -1.30,   -0.39,   -0.96,    0.28,   -3.24
198204,    4.08,    3.90,    5.26,    3.96,    2.84,    3.90,    4.89,    5.97,    3.93,    3.97,    4.28,    2.02,    4.66,    3.37,    6.13,    4.02,    4.59,    7.12
198205,   -3.18,   -3.07,   -2.33,   -2.90,   -3.41,   -3.05,   -2.15,   -2.72,   -2.83,   -2.94,   -3.65,   -3.27,   -3.59,   -2.67,   -2.86,   -1.64,   -3.07,   -2.43
198206,   -1.40,   -1.97,   -2.13,   -1.13,   -2.48,   -1.85,   -1.64,   -2.25,   -0.58,   -1.42,   -1.87,   -2.82,   -1.97,   -1.77,   -1.26,   -1.92,   -1.69,   -2.69
198207,   -2.38,   -2.36,   -1.63,   -2.74,   -1.95,   -2.74,   -2.73,   -0.57,   -2.27,   -3.01,   -1.81,   -2.05,   -2.12,   -3.45,   -1.83,   -3.68,   -1.29,    0.03
198208,   13.76,   11.93,   10.73,   13.05,   14.66,   11.48,   11.50,   10.00,   13.13,   13.00,   14.86,   14.50,   11.68,   11.25,   10.87,   12.17,   10.95,    9.22
198209,    0.96,    1.41,    2.85,    0.54,    0.91,    1.37,    2.37,    3.06,    1.08,    0.22,    1.60,    0.38,    1.47,    1.25,    2.30,    2.45,    2.33,    3.67
198210,   12.42,   11.26,   12.23,   13.37,   12.15,   10.82,   10.33,   13.43,   17.44,   10.96,   10.99,   13.04,    8.56,   13.42,   10.75,    9.89,   14.71,   12.39
198211,    6.46,    4.13,    6.09,    6.96,    5.39,    4.21,    3.80,    6.91,    8.89,    5.73,    5.70,    5.15,    3.96,    4.49,    3.20,    4.44,    6.58,    7.18
198212,    1.83,    0.61,    1.64,    1.98,    1.23,   -0.27,    0.85,    2.62,    2.67,    1.53,    1.59,    0.95,   -0.11,   -0.46,    2.00,   -0.39,    0.88,    4.06
198301,    4.27,    4.91,    3.05,    4.63,    4.22,    5.80,    3.16,    3.17,    4.71,    4.58,    3.71,    4.60,    8.20,    3.09,    3.49,    2.80,    2.80,    3.47
198302,    4.90,    2.49,    3.38,    4.76,    3.59,    2.55,    2.97,    3.27,    4.23,    5.11,    5.12,    2.44,    1.87,    3.36,    2.40,    3.60,    3.01,    3.47
198303,    4.10,    2.97,    3.91,    4.37,    3.15,    3.33,    3.15,    3.91,    6.49,    2.94,    3.67,    2.75,    2.70,    4.06,    2.47,    3.89,    3.94,    3.89
198304,    7.57,    7.03,    7.54,    8.23,    6.63,    7.64,    6.19,    8.13,   11.37,    6.04,    6.52,    6.71,    6.94,    8.43,    6.11,    6.29,    6.41,    9.48
198305,    2.79,    0.09,    0.74,    2.86,    1.24,    0.76,   -0.99,    1.41,    2.28,    3.28,    2.67,    0.15,   -0.66,    2.36,   -1.24,   -0.71,    2.44,    0.62
198306,    1.45,    3.79,    5.06,    2.09,    2.30,    3.19,    5.64,    4.50,    4.04,    0.67,    0.40,    3.78,    3.03,    3.35,    5.00,    6.32,    3.10,    5.60
198307,   -2.62,   -3.13,   -3.76,   -3.68,   -1.75,   -2.94,   -4.05,   -3.63,   -4.41,   -3.27,   -1.19,   -2.30,   -3.25,   -2.57,   -4.07,   -4.02,   -4.19,   -3.27
198308,   -0.55,    1.44,   -0.19,    0.29,    0.17,    2.03,    0.24,   -0.56,   -1.78,    1.46,   -1.66,    1.99,    2.20,    1.83,   -0.12,    0.62,    0.27,   -1.10
198309,    1.52,    1.86,    1.73,    0.62,    2.54,    1.12,    2.43,    1.70,   -1.35,    1.67,    2.73,    2.36,    2.16,   -0.08,    3.04,    1.78,    0.85,    2.25
198310,   -1.88,   -2.36,   -2.77,   -4.03,   -0.26,   -2.47,   -2.18,   -3.36,   -7.15,   -2.40,    0.96,   -1.42,   -3.38,   -1.41,   -2.81,   -1.52,   -2.19,   -4.11
198311,    3.91,    2.65,    2.27,    4.72,    2.82,    1.87,    3.98,    1.53,    6.11,    4.03,    2.89,    2.75,    1.38,    2.43,    4.15,    3.79,    2.99,    0.59
198312,   -2.37,   -1.11,    0.00,   -2.31,   -1.79,   -1.12,   -0.65,    0.11,   -2.15,   -2.40,   -2.44,   -1.16,   -0.89,   -1.38,   -1.06,   -0.22,    0.57,   -0.19
198401,   -2.36,    0.53,   -2.40,   -1.99,   -1.83,    1.47,   -1.18,   -2.59,   -0.56,   -2.74,   -2.84,   -0.87,    2.34,    0.49,   -0.36,   -2.02,   -0.10,   -4.27
198402,   -5.44,   -3.23,   -4.04,   -5.24,   -4.50,   -3.11,   -3.73,   -4.00,   -6.52,   -4.55,   -5.69,   -3.37,   -3.32,   -2.86,   -3.36,   -4.12,   -3.19,   -4.53
198403,    2.91,    0.45,    1.37,    3.55,    1.34,    0.45,    0.45,    1.77,    2.46,    4.11,    2.08,    0.65,   -0.87,    1.96,    0.31,    0.60,    1.70,    1.81
198404,   -2.83,    1.57,    1.01,   -3.73,   -0.26,    2.07,    0.81,    1.18,   -5.52,   -2.80,   -1.64,    1.03,    1.23,    3.00,    0.92,    0.69,    2.03,    0.61
198405,   -7.04,   -4.75,   -4.45,   -8.17,   -4.83,   -5.28,   -3.73,   -4.97,  -10.21,   -7.15,   -5.57,   -4.16,   -5.89,   -4.61,   -4.06,   -3.39,   -5.23,   -4.80
198406,    0.32,    3.56,    3.45,   -0.42,    2.18,    4.32,    3.62,    2.76,   -1.24,   -0.02,    1.27,    3.00,    5.71,    2.68,    2.48,    4.82,    3.74,    2.11
198407,   -4.57,   -2.30,   -0.56,   -5.81,   -2.22,   -2.39,   -2.15,   -0.09,   -8.99,   -3.66,   -2.98,   -1.65,   -1.56,   -3.23,   -2.62,   -1.56,   -0.46,    0.23
198408,   12.85,   11.18,   10.98,   13.38,   11.68,   10.94,   10.73,   11.48,   13.47,   13.33,   12.17,   11.33,   10.75,   11.13,   11.39,    9.90,   11.11,   11.78
198409,   -1.07,    0.13,    0.07,   -1.54,   -0.12,    0.40,    0.13,   -0.15,   -3.11,   -0.53,   -0.46,    0.12,    0.77,    0.02,   -0.21,    0.57,    0.15,   -0.41
198410,    0.16,   -0.40,    0.80,   -1.71,    0.69,   -1.03,    0.92,    0.51,   -3.27,   -0.74,    2.54,   -0.64,   -1.29,   -0.77,    0.52,    1.42,    0.79,    0.28
198411,   -1.14,   -0.66,   -1.58,   -1.52,   -0.39,   -0.20,   -1.46,   -1.67,   -4.22,    0.17,   -0.67,   -0.19,    0.45,   -0.86,   -1.51,   -1.40,   -1.01,   -2.22
198412,    2.10,    2.43,    2.68,    1.31,    2.66,    2.15,    2.62,    2.83,    0.57,    1.75,    3.06,    2.36,    2.13,    2.16,    2.83,    2.36,    2.64,    2.99
198501,    9.99,    7.76,    9.03,   10.55,    8.65,    7.05,    7.78,    9.93,   12.63,    9.32,    9.32,    8.17,    6.90,    7.19,    8.31,    7.08,    8.55,   11.08
198502,    0.67,    1.79,    2.37,    1.14,    0.50,    1.97,    3.03,    1.62,    0.50,    1.52,    0.12,    0.79,    1.41,    2.54,    2.25,    4.05,    1.50,    1.72
198503,   -0.87,    0.54,   -0.84,   -1.24,   -0.58,    0.66,    0.72,   -1.27,   -1.77,   -0.92,   -0.42,   -0.69,    0.94,    0.39,    1.22,    0.08,   -1.24,   -1.29
198504,   -1.02,    0.05,   -0.56,   -1.45,   -0.16,    0.63,   -0.58,   -0.59,   -3.13,   -0.44,   -0.50,    0.09,    0.22,    1.04,   -0.64,   -0.49,   -0.71,   -0.50
198505,    5.41,    6.02,    5.74,    5.22,    5.39,    6.03,    5.82,    6.15,    1.65,    7.30,    5.63,    5.21,    6.26,    5.81,    6.55,    4.88,    6.20,    6.10
